,Id,task_1,task_2
0,data/test/melanoma/ISIC_0012258.jpg,0.18723970651626587,0.4195500612258911
1,data/test/melanoma/ISIC_0012356.jpg,0.3280346989631653,0.4441908299922943
2,data/test/melanoma/ISIC_0012369.jpg,0.32323157787323,0.13137207925319672
3,data/test/melanoma/ISIC_0012395.jpg,0.10871998220682144,0.10592535138130188
4,data/test/melanoma/ISIC_0012425.jpg,0.14230263233184814,0.32985755801200867
5,data/test/melanoma/ISIC_0012758.jpg,0.12711291015148163,0.007896745577454567
6,data/test/melanoma/ISIC_0012989.jpg,0.3823663592338562,0.07248136401176453
7,data/test/melanoma/ISIC_0013072.jpg,0.3227294683456421,0.06175468862056732
8,data/test/melanoma/ISIC_0013073.jpg,0.5473225116729736,0.33924025297164917
9,data/test/melanoma/ISIC_0013242.jpg,0.40210434794425964,0.4366404116153717
10,data/test/melanoma/ISIC_0013277.jpg,0.052690498530864716,0.31792595982551575
11,data/test/melanoma/ISIC_0013321.jpg,0.1110134944319725,0.02098187617957592
12,data/test/melanoma/ISIC_0013374.jpg,0.670447051525116,0.037576962262392044
13,data/test/melanoma/ISIC_0013411.jpg,0.0009758465457707644,0.10421913117170334
14,data/test/melanoma/ISIC_0013414.jpg,3.014702997461427e-05,0.0010834214044734836
15,data/test/melanoma/ISIC_0013455.jpg,0.11293430626392365,0.11206474900245667
16,data/test/melanoma/ISIC_0013457.jpg,0.6923507452011108,0.10974624752998352
17,data/test/melanoma/ISIC_0013459.jpg,0.3122701048851013,0.3578965365886688
18,data/test/melanoma/ISIC_0013472.jpg,0.22081498801708221,0.2145904153585434
19,data/test/melanoma/ISIC_0013473.jpg,0.12631432712078094,0.8529661297798157
20,data/test/melanoma/ISIC_0013565.jpg,0.013344335369765759,0.724723756313324
21,data/test/melanoma/ISIC_0013577.jpg,0.48871949315071106,0.338562935590744
22,data/test/melanoma/ISIC_0013588.jpg,0.026014721021056175,0.025365140289068222
23,data/test/melanoma/ISIC_0013615.jpg,0.036863092333078384,0.19304567575454712
24,data/test/melanoma/ISIC_0013617.jpg,0.03341102600097656,0.5467517375946045
25,data/test/melanoma/ISIC_0013636.jpg,0.039795100688934326,0.01147887296974659
26,data/test/melanoma/ISIC_0013678.jpg,0.24065905809402466,0.09828632324934006
27,data/test/melanoma/ISIC_0013696.jpg,0.006352538242936134,0.4491318166255951
28,data/test/melanoma/ISIC_0013733.jpg,0.03550897166132927,0.03453734144568443
29,data/test/melanoma/ISIC_0013739.jpg,0.0974564477801323,0.5749412775039673
30,data/test/melanoma/ISIC_0013766.jpg,0.41130366921424866,0.026409616693854332
31,data/test/melanoma/ISIC_0013767.jpg,0.16190588474273682,0.49151793122291565
32,data/test/melanoma/ISIC_0013813.jpg,0.09653092920780182,0.8045552372932434
33,data/test/melanoma/ISIC_0013814.jpg,0.1008361428976059,0.7203393578529358
34,data/test/melanoma/ISIC_0013833.jpg,0.6251958012580872,0.26192978024482727
35,data/test/melanoma/ISIC_0013842.jpg,0.00505939032882452,0.06573843955993652
36,data/test/melanoma/ISIC_0013867.jpg,0.49786192178726196,0.16423116624355316
37,data/test/melanoma/ISIC_0013908.jpg,0.4701955318450928,0.14407019317150116
38,data/test/melanoma/ISIC_0013917.jpg,0.004783954005688429,0.01870289444923401
39,data/test/melanoma/ISIC_0013925.jpg,0.10764101147651672,0.713679313659668
40,data/test/melanoma/ISIC_0013948.jpg,0.6238481402397156,0.13470397889614105
41,data/test/melanoma/ISIC_0013953.jpg,0.01858014054596424,0.925625741481781
42,data/test/melanoma/ISIC_0013987.jpg,0.2292175143957138,0.30889272689819336
43,data/test/melanoma/ISIC_0013988.jpg,0.383599191904068,0.44261103868484497
44,data/test/melanoma/ISIC_0014027.jpg,0.002638705540448427,0.5136179327964783
45,data/test/melanoma/ISIC_0014059.jpg,0.1589367389678955,0.039836589246988297
46,data/test/melanoma/ISIC_0014077.jpg,0.123549684882164,0.06006917729973793
47,data/test/melanoma/ISIC_0014103.jpg,0.054572295397520065,0.6660012602806091
48,data/test/melanoma/ISIC_0014110.jpg,0.24164137244224548,0.08819948881864548
49,data/test/melanoma/ISIC_0014129.jpg,0.3957562744617462,0.27410829067230225
50,data/test/melanoma/ISIC_0014148.jpg,0.5809765458106995,0.28602135181427
51,data/test/melanoma/ISIC_0014160.jpg,0.34373846650123596,0.043570272624492645
52,data/test/melanoma/ISIC_0014181.jpg,0.965800404548645,0.015614371746778488
53,data/test/melanoma/ISIC_0014186.jpg,0.020454319193959236,0.9107339382171631
54,data/test/melanoma/ISIC_0014219.jpg,0.6007521748542786,0.13500414788722992
55,data/test/melanoma/ISIC_0014221.jpg,0.0024856829550117254,0.05320877581834793
56,data/test/melanoma/ISIC_0014233.jpg,0.07078901678323746,0.8944487571716309
57,data/test/melanoma/ISIC_0014255.jpg,0.018945878371596336,0.053896866738796234
58,data/test/melanoma/ISIC_0014270.jpg,0.2943566143512726,0.2627757787704468
59,data/test/melanoma/ISIC_0014284.jpg,0.6708136796951294,0.2307816445827484
60,data/test/melanoma/ISIC_0014288.jpg,0.2501211166381836,0.11438991129398346
61,data/test/melanoma/ISIC_0014319.jpg,0.40555277466773987,0.05019185319542885
62,data/test/melanoma/ISIC_0014336.jpg,0.48574814200401306,0.2916189134120941
63,data/test/melanoma/ISIC_0014349.jpg,0.5744454860687256,0.275301456451416
64,data/test/melanoma/ISIC_0014369.jpg,0.3461168110370636,0.031289972364902496
65,data/test/melanoma/ISIC_0014423.jpg,0.5496946573257446,0.2711018919944763
66,data/test/melanoma/ISIC_0014434.jpg,0.1129297986626625,0.7752625942230225
